zcta,downloadDate,population,fullyVaxxed,pctFullyVaxxed
46806,2021-09-22,24711,8457,0.34223625106228
46807,2021-09-22,17538,7076,0.403466757897138
46808,2021-09-22,19831,8031,0.404972013514195
46809,2021-09-22,9212,3619,0.392857142857143
46814,2021-09-22,12649,10074,0.796426594987746
46815,2021-09-22,28242,13276,0.470080022661285
46816,2021-09-22,19055,8358,0.43862503279979
46818,2021-09-22,20852,10172,0.48781891425283
46819,2021-09-22,9657,3975,0.411618515066791
46825,2021-09-22,29507,14629,0.495780662215745
46835,2021-09-22,35658,17935,0.502972684951484
46845,2021-09-22,23066,15857,0.687462065377612
46901,2021-09-22,39383,14008,0.355686463702613
46902,2021-09-22,35778,15542,0.43440102856504
46910,2021-09-22,3376,1138,0.337085308056872
46911,2021-09-22,1483,389,0.262306136210384
46913,2021-09-22,1048,475,0.45324427480916
46914,2021-09-22,1729,1662,0.961249277038751
46915,2021-09-22,694,258,0.371757925072046
46917,2021-09-22,1781,589,0.3307130825379
46919,2021-09-22,2407,737,0.306190278354799
46920,2021-09-22,1103,378,0.342701722574796
46922,2021-09-22,31,0,0
46923,2021-09-22,8046,3130,0.389013174248074
46926,2021-09-22,1293,477,0.368909512761021
46928,2021-09-22,4265,1741,0.40820633059789
46929,2021-09-22,3088,1123,0.363665803108808
46930,2021-09-22,126,0,0
46931,2021-09-22,187,93,0.497326203208556
46932,2021-09-22,3057,1203,0.393523061825319
46933,2021-09-22,6126,2228,0.363695723147241
46936,2021-09-22,5857,2281,0.389448523134711
46938,2021-09-22,2928,931,0.317964480874317
46939,2021-09-22,1819,698,0.383727322704783
46940,2021-09-22,2658,875,0.329194883370956
46941,2021-09-22,970,339,0.349484536082474
46943,2021-09-22,225,50,0.222222222222222
46946,2021-09-22,34,0,0
46947,2021-09-22,27830,11270,0.40495867768595
46950,2021-09-22,566,219,0.386925795053004
46951,2021-09-22,1874,630,0.336179295624333
46952,2021-09-22,18625,7963,0.427543624161074
46953,2021-09-22,23333,6953,0.297989971285304
46957,2021-09-22,592,195,0.329391891891892
46958,2021-09-22,458,162,0.353711790393013
46959,2021-09-22,838,50,0.0596658711217184
46960,2021-09-22,1062,432,0.406779661016949
46961,2021-09-22,169,21,0.124260355029586
46962,2021-09-22,8844,3392,0.383536861148801
46967,2021-09-22,97,0,0
46968,2021-09-22,142,0,0
46970,2021-09-22,23499,7624,0.324439337844164
46974,2021-09-22,2079,478,0.22991822991823
46975,2021-09-22,14325,5080,0.354624781849913
46978,2021-09-22,2135,706,0.330679156908665
46979,2021-09-22,4940,2102,0.425506072874494
46982,2021-09-22,2660,758,0.284962406015038
46984,2021-09-22,188,111,0.590425531914894
46985,2021-09-22,1438,479,0.333101529902643
46986,2021-09-22,1683,698,0.414735591206179
46987,2021-09-22,884,392,0.443438914027149
46988,2021-09-22,967,210,0.217166494312306
46989,2021-09-22,4947,1659,0.335354760460885
46990,2021-09-22,741,237,0.319838056680162
46991,2021-09-22,1614,540,0.33457249070632
46992,2021-09-22,16260,5890,0.362238622386224
46994,2021-09-22,2815,870,0.309058614564831
46996,2021-09-22,6159,2897,0.470368566325702
46998,2021-09-22,226,29,0.128318584070796
47001,2021-09-22,10009,4124,0.412029173743631
47003,2021-09-22,890,349,0.392134831460674
47006,2021-09-22,11880,5816,0.48956228956229
47010,2021-09-22,220,108,0.490909090909091
47011,2021-09-22,788,284,0.360406091370558
47012,2021-09-22,9396,3763,0.4004895700298
47016,2021-09-22,796,339,0.425879396984925
47017,2021-09-22,481,203,0.422037422037422
47018,2021-09-22,4477,1578,0.352468170649989
47020,2021-09-22,1432,326,0.227653631284916
47022,2021-09-22,2980,1308,0.438926174496644
47023,2021-09-22,1665,506,0.303903903903904
47024,2021-09-22,3708,686,0.185005393743258
47025,2021-09-22,22794,10058,0.441256471001141
47030,2021-09-22,2038,444,0.217860647693817
47031,2021-09-22,5477,1858,0.339236808471791
47032,2021-09-22,3116,1236,0.396662387676508
47034,2021-09-22,135,63,0.466666666666667
47035,2021-09-22,246,78,0.317073170731707
47036,2021-09-22,882,581,0.658730158730159
47037,2021-09-22,4553,1385,0.304195036239842
47038,2021-09-22,1716,346,0.201631701631702
47040,2021-09-22,5103,2249,0.440721144424848
47041,2021-09-22,6626,2130,0.321460911560519
47042,2021-09-22,4089,1528,0.373685497676694
47043,2021-09-22,5212,1866,0.358019953952418
47060,2021-09-22,5942,2761,0.464658364187142
47102,2021-09-22,6953,2436,0.350352365885229
47104,2021-09-22,0,0,
47106,2021-09-22,5005,2240,0.447552447552448
47108,2021-09-22,2352,827,0.351615646258503
47110,2021-09-22,417,141,0.338129496402878
47111,2021-09-22,16971,7991,0.470862058806199
47112,2021-09-22,16593,7765,0.467968420418249
47114,2021-09-22,328,184,0.560975609756098
47115,2021-09-22,3025,1053,0.348099173553719
47116,2021-09-22,681,253,0.37151248164464
47117,2021-09-22,4531,1875,0.413815934672258
47118,2021-09-22,3474,1274,0.366724237190558
47119,2021-09-22,11700,7036,0.601367521367521
47120,2021-09-22,741,370,0.499325236167341
47122,2021-09-22,10943,5858,0.535319382253495
47123,2021-09-22,122,0,0
47124,2021-09-22,5146,2491,0.484065293431792
47125,2021-09-22,1554,643,0.413770913770914
47126,2021-09-22,4698,2065,0.439548744146445
47129,2021-09-22,19684,9145,0.464590530380004
47130,2021-09-22,46645,23896,0.512294994104406
47135,2021-09-22,938,470,0.501066098081023
47136,2021-09-22,4482,2319,0.517402945113789
47137,2021-09-22,1499,619,0.412941961307538
47138,2021-09-22,4378,1764,0.402923709456373
47140,2021-09-22,2559,1003,0.391949980461118
47141,2021-09-22,1542,623,0.40402075226978
47142,2021-09-22,1049,302,0.28789323164919
47143,2021-09-22,3063,1663,0.542931766242246
47145,2021-09-22,1913,801,0.41871406168322
47147,2021-09-22,1273,444,0.348782403770621
47150,2021-09-22,47912,24388,0.50901653030556
47160,2021-09-22,113,0,0
47161,2021-09-22,3305,1563,0.472919818456884
47162,2021-09-22,801,362,0.451935081148564
47163,2021-09-22,1210,676,0.558677685950413
47164,2021-09-22,4115,1495,0.363304981773998
47165,2021-09-22,6034,2316,0.383824991713623
47166,2021-09-22,1515,647,0.427062706270627
47167,2021-09-22,14879,6368,0.427985751730627
47170,2021-09-22,14919,6425,0.430658891346605
47172,2021-09-22,17813,10147,0.569640150451917
47175,2021-09-22,1033,345,0.333978702807357
47177,2021-09-22,1241,559,0.45044319097502
47201,2021-09-22,44831,24290,0.541812585041601
47203,2021-09-22,26807,15210,0.567389114783452
47220,2021-09-22,5671,2537,0.447363780638335
47223,2021-09-22,1024,471,0.4599609375
47224,2021-09-22,520,153,0.294230769230769
47226,2021-09-22,260,81,0.311538461538462
47227,2021-09-22,2299,526,0.228795128316659
47229,2021-09-22,3261,1247,0.382398037411837
47230,2021-09-22,1439,741,0.514940931202224
47231,2021-09-22,858,382,0.445221445221445
47232,2021-09-22,3327,1117,0.335737902013826
47234,2021-09-22,1457,579,0.397391901166781
47235,2021-09-22,1488,748,0.502688172043011
47240,2021-09-22,21836,9108,0.417109360688771
47243,2021-09-22,5907,2216,0.375148129338073
47244,2021-09-22,734,301,0.41008174386921
47246,2021-09-22,4600,1860,0.404347826086957
47247,2021-09-22,194,70,0.360824742268041
47250,2021-09-22,22202,10659,0.480091883614089
47260,2021-09-22,1705,628,0.368328445747801
47263,2021-09-22,255,67,0.262745098039216
47264,2021-09-22,1197,474,0.395989974937343
47265,2021-09-22,20344,7507,0.36900314589068
47270,2021-09-22,530,262,0.49433962264151
47272,2021-09-22,2185,749,0.34279176201373
47273,2021-09-22,2210,747,0.338009049773756
47274,2021-09-22,31352,14272,0.455218167899974
47280,2021-09-22,979,365,0.372829417773238
47281,2021-09-22,1237,649,0.524656426839127
47282,2021-09-22,293,154,0.525597269624574
47283,2021-09-22,3193,1293,0.404948324459756
47302,2021-09-22,26018,9794,0.376431701129987
47303,2021-09-22,25124,9522,0.379000159210317
47304,2021-09-22,32105,16831,0.524248559414421
47305,2021-09-22,3504,1345,0.38384703196347
47306,2021-09-22,5096,253,0.0496467817896389
47320,2021-09-22,3648,1786,0.489583333333333
47324,2021-09-22,149,35,0.23489932885906
47325,2021-09-22,663,234,0.352941176470588
47326,2021-09-22,2195,383,0.174487471526196
47327,2021-09-22,4512,1575,0.34906914893617
47330,2021-09-22,5196,2272,0.437259430331024
47331,2021-09-22,22391,7660,0.342101737305167
47334,2021-09-22,3189,1402,0.439636249608028
47335,2021-09-22,753,250,0.332005312084993
47336,2021-09-22,3243,1279,0.394387912426765
47337,2021-09-22,138,68,0.492753623188406
47338,2021-09-22,2789,998,0.357834349229114
47339,2021-09-22,497,230,0.462776659959759
47340,2021-09-22,2998,1103,0.367911941294196
47341,2021-09-22,2382,754,0.316540722082284
47342,2021-09-22,2558,1100,0.430023455824863
47344,2021-09-22,124,0,0
47345,2021-09-22,1406,445,0.316500711237553
47346,2021-09-22,3911,1522,0.389158782919969
47348,2021-09-22,9159,3713,0.405393601921607
47351,2021-09-22,540,169,0.312962962962963
47352,2021-09-22,860,377,0.438372093023256
47353,2021-09-22,5508,2192,0.397966594045025
47354,2021-09-22,1075,420,0.390697674418605
47355,2021-09-22,2752,838,0.304505813953488
47356,2021-09-22,5286,2395,0.453083617101778
47357,2021-09-22,822,415,0.504866180048662
47358,2021-09-22,1060,332,0.313207547169811
47359,2021-09-22,3013,923,0.306339196813807
47360,2021-09-22,1259,611,0.485305798252581
47361,2021-09-22,215,115,0.534883720930233
47362,2021-09-22,29873,13701,0.458641582700097
47367,2021-09-22,57,0,0
47368,2021-09-22,2831,1138,0.401978099611445
47369,2021-09-22,1320,331,0.250757575757576
47371,2021-09-22,12200,4028,0.33016393442623
47373,2021-09-22,2404,721,0.299916805324459
47374,2021-09-22,45571,18840,0.413420815869742
47380,2021-09-22,1476,596,0.403794037940379
47381,2021-09-22,122,31,0.254098360655738
47382,2021-09-22,255,55,0.215686274509804
47383,2021-09-22,3133,1269,0.405043089690393
47384,2021-09-22,2044,777,0.38013698630137
47385,2021-09-22,1277,679,0.531714956930305
47386,2021-09-22,1206,505,0.418739635157546
47387,2021-09-22,730,264,0.361643835616438
47388,2021-09-22,335,152,0.453731343283582
47390,2021-09-22,4960,1575,0.317540322580645
47393,2021-09-22,1825,487,0.266849315068493
47394,2021-09-22,8334,3207,0.384809215262779
47396,2021-09-22,6903,3931,0.5694625525134
47401,2021-09-22,43279,27914,0.644977933870931
47403,2021-09-22,33505,18131,0.541143112968214
47404,2021-09-22,23832,12556,0.526854649211145
47405,2021-09-22,3697,112,0.0302948336489045
47406,2021-09-22,3945,1401,0.355133079847909
47408,2021-09-22,25804,12975,0.502829018756782
47420,2021-09-22,439,81,0.184510250569476
47421,2021-09-22,27417,12234,0.446219498851078
47424,2021-09-22,8965,3909,0.436029001673173
47427,2021-09-22,662,326,0.492447129909366
47429,2021-09-22,9269,4168,0.449670946164635
47431,2021-09-22,1584,524,0.330808080808081
47432,2021-09-22,4386,2046,0.466484268125855
47433,2021-09-22,4039,1506,0.372864570438227
47434,2021-09-22,0,0,
47436,2021-09-22,1379,628,0.45540246555475
47437,2021-09-22,155,21,0.135483870967742
47438,2021-09-22,4475,1564,0.349497206703911
47441,2021-09-22,9153,3915,0.427728613569322
47443,2021-09-22,1275,454,0.356078431372549
47446,2021-09-22,10393,3725,0.358414317328971
47448,2021-09-22,7261,4236,0.583390717532021
47449,2021-09-22,400,218,0.545
47451,2021-09-22,1111,498,0.448244824482448
47452,2021-09-22,5360,1909,0.35615671641791
47453,2021-09-22,683,171,0.250366032210835
47454,2021-09-22,7046,3307,0.469344308827704
47455,2021-09-22,76,0,0
47456,2021-09-22,1352,455,0.336538461538462
47457,2021-09-22,192,14,0.0729166666666667
47458,2021-09-22,58,0,0
47459,2021-09-22,3597,1485,0.412844036697248
47460,2021-09-22,10917,4875,0.446551250343501
47462,2021-09-22,4812,2015,0.418744804655029
47464,2021-09-22,212,80,0.377358490566038
47465,2021-09-22,520,282,0.542307692307692
47467,2021-09-22,167,0,0
47468,2021-09-22,1510,780,0.516556291390729
47469,2021-09-22,1828,705,0.385667396061269
47470,2021-09-22,1580,520,0.329113924050633
47471,2021-09-22,2746,916,0.333576110706482
47501,2021-09-22,17882,6885,0.385024046527234
47512,2021-09-22,4095,1245,0.304029304029304
47513,2021-09-22,2222,834,0.375337533753375
47514,2021-09-22,1556,958,0.615681233933162
47515,2021-09-22,880,328,0.372727272727273
47516,2021-09-22,1100,540,0.490909090909091
47519,2021-09-22,847,134,0.158205430932704
47520,2021-09-22,2786,1369,0.491385498923187
47521,2021-09-22,692,406,0.586705202312139
47522,2021-09-22,437,73,0.167048054919908
47523,2021-09-22,3346,1436,0.42916915720263
47524,2021-09-22,612,196,0.320261437908497
47525,2021-09-22,281,212,0.754448398576512
47527,2021-09-22,1935,740,0.382428940568475
47528,2021-09-22,504,244,0.484126984126984
47529,2021-09-22,1173,307,0.261722080136402
47531,2021-09-22,945,440,0.465608465608466
47532,2021-09-22,4358,2325,0.533501606241395
47535,2021-09-22,758,200,0.263852242744063
47536,2021-09-22,0,0,
47537,2021-09-22,896,343,0.3828125
47541,2021-09-22,1196,538,0.449832775919732
47542,2021-09-22,10061,4333,0.430672895338436
47546,2021-09-22,21538,11425,0.53045779552419
47550,2021-09-22,561,332,0.591800356506239
47551,2021-09-22,914,294,0.321663019693654
47552,2021-09-22,270,76,0.281481481481482
47553,2021-09-22,8614,2604,0.302298583700952
47557,2021-09-22,1586,456,0.287515762925599
47558,2021-09-22,4632,640,0.138169257340242
47561,2021-09-22,1650,649,0.393333333333333
47562,2021-09-22,4755,1205,0.2534174553102
47564,2021-09-22,1224,540,0.441176470588235
47567,2021-09-22,6116,2367,0.387017658600392
47568,2021-09-22,829,281,0.338962605548854
47574,2021-09-22,213,92,0.431924882629108
47575,2021-09-22,955,479,0.501570680628272
47576,2021-09-22,341,169,0.495601173020528
47577,2021-09-22,1211,565,0.466556564822461
47578,2021-09-22,710,287,0.404225352112676
47579,2021-09-22,2636,1479,0.561077389984826
47580,2021-09-22,406,127,0.312807881773399
47581,2021-09-22,3721,1218,0.327331362536952
47584,2021-09-22,139,37,0.266187050359712
47585,2021-09-22,800,164,0.205
47586,2021-09-22,11022,5719,0.518871348212666
47588,2021-09-22,615,280,0.455284552845528
47590,2021-09-22,413,253,0.612590799031477
47591,2021-09-22,25370,11539,0.454828537642885
47596,2021-09-22,71,0,0
47597,2021-09-22,904,359,0.39712389380531
47598,2021-09-22,3058,1080,0.353172007848267
47601,2021-09-22,13854,6677,0.48195467013137
47610,2021-09-22,5444,2429,0.44617927994122
47611,2021-09-22,1489,512,0.343854936198791
47612,2021-09-22,715,386,0.53986013986014
47613,2021-09-22,3224,1299,0.402915632754343
47615,2021-09-22,1832,598,0.326419213973799
47616,2021-09-22,265,138,0.520754716981132
47619,2021-09-22,1753,803,0.458071876782658
47620,2021-09-22,13129,6186,0.471170690837078
47630,2021-09-22,36182,22553,0.623320988336742
47631,2021-09-22,2217,1044,0.470906630581867
47633,2021-09-22,2384,1159,0.486157718120805
47634,2021-09-22,2358,899,0.381255301102629
47635,2021-09-22,5432,2216,0.407952871870398
47637,2021-09-22,1294,587,0.453632148377125
47638,2021-09-22,3514,1715,0.48804780876494
47639,2021-09-22,4243,2407,0.567287296724016
47640,2021-09-22,1099,328,0.29845313921747
47648,2021-09-22,4219,2023,0.479497511258592
47649,2021-09-22,1499,532,0.354903268845897
47654,2021-09-22,92,0,0
47660,2021-09-22,4868,1873,0.384757600657354
47665,2021-09-22,3746,1432,0.382274426054458
47666,2021-09-22,1813,594,0.327633756205185
47670,2021-09-22,12048,5151,0.42753984063745
47683,2021-09-22,235,0,0
47708,2021-09-22,445,384,0.862921348314607
47710,2021-09-22,18869,8222,0.435741162753723
47711,2021-09-22,32612,15706,0.481601864344413
47712,2021-09-22,26764,11929,0.445710656105216
47713,2021-09-22,10108,4285,0.423921646220815
47714,2021-09-22,34447,14713,0.427119923360525
47715,2021-09-22,26196,15805,0.603336387234692
47720,2021-09-22,17763,9190,0.517367561785734
47725,2021-09-22,17326,11443,0.660452499134249
47802,2021-09-22,34894,15162,0.434515962629679
47803,2021-09-22,20939,11052,0.527818902526386
47804,2021-09-22,11781,4198,0.356336473983533
47805,2021-09-22,12624,5926,0.469423320659062
47807,2021-09-22,11886,3764,0.316675079925963
47809,2021-09-22,2516,150,0.0596184419713832
47832,2021-09-22,1059,325,0.306893295561851
47833,2021-09-22,761,379,0.498028909329829
47834,2021-09-22,19263,7467,0.387634324871515
47836,2021-09-22,0,0,
47837,2021-09-22,1008,386,0.382936507936508
47838,2021-09-22,3772,2022,0.536055143160127
47840,2021-09-22,1831,548,0.299290005461496
47841,2021-09-22,2305,804,0.34880694143167
47842,2021-09-22,9597,4149,0.432322600812754
47846,2021-09-22,532,250,0.469924812030075
47847,2021-09-22,1187,361,0.304128053917439
47848,2021-09-22,1616,658,0.407178217821782
47849,2021-09-22,502,175,0.348605577689243
47850,2021-09-22,2239,981,0.438142027690934
47853,2021-09-22,121,109,0.900826446280992
47854,2021-09-22,612,321,0.524509803921569
47855,2021-09-22,526,225,0.427756653992395
47857,2021-09-22,420,197,0.469047619047619
47858,2021-09-22,724,194,0.267955801104972
47859,2021-09-22,1027,273,0.265822784810127
47860,2021-09-22,425,72,0.169411764705882
47861,2021-09-22,663,200,0.301659125188537
47862,2021-09-22,1390,487,0.350359712230216
47863,2021-09-22,294,66,0.224489795918367
47865,2021-09-22,55,0,0
47866,2021-09-22,613,199,0.32463295269168
47868,2021-09-22,3072,874,0.284505208333333
47869,2021-09-22,124,56,0.451612903225806
47871,2021-09-22,321,74,0.230529595015576
47872,2021-09-22,8747,3461,0.395678518349148
47874,2021-09-22,3207,1268,0.395385095104459
47876,2021-09-22,348,177,0.508620689655172
47879,2021-09-22,3592,1083,0.301503340757238
47880,2021-09-22,78,0,0
47881,2021-09-22,329,119,0.361702127659575
47882,2021-09-22,7731,3573,0.462165308498254
47884,2021-09-22,185,95,0.513513513513514
47885,2021-09-22,8920,3727,0.417825112107623
47901,2021-09-22,3715,1846,0.496904441453567
47904,2021-09-22,17285,6826,0.394908880532253
47905,2021-09-22,41631,21431,0.514784655665249
47906,2021-09-22,77702,45220,0.581967002136367
47907,2021-09-22,0,0,
47909,2021-09-22,43291,20269,0.468203552701485
47916,2021-09-22,43,0,0
47917,2021-09-22,492,151,0.306910569105691
47918,2021-09-22,5679,2303,0.405529142454658
47920,2021-09-22,2260,1394,0.616814159292035
47921,2021-09-22,1140,490,0.429824561403509
47922,2021-09-22,1570,533,0.339490445859873
47923,2021-09-22,3220,1738,0.539751552795031
47924,2021-09-22,162,54,0.333333333333333
47925,2021-09-22,133,81,0.609022556390977
47926,2021-09-22,1480,332,0.224324324324324
47928,2021-09-22,2036,544,0.267190569744597
47929,2021-09-22,673,321,0.476968796433878
47930,2021-09-22,1294,465,0.35935085007728
47932,2021-09-22,5317,1752,0.329509121685161
47933,2021-09-22,27521,11747,0.426837687584027
47940,2021-09-22,1739,508,0.292121909143186
47941,2021-09-22,1405,581,0.413523131672598
47942,2021-09-22,728,249,0.342032967032967
47943,2021-09-22,1096,327,0.298357664233577
47944,2021-09-22,3402,1581,0.464726631393298
47946,2021-09-22,2170,660,0.304147465437788
47948,2021-09-22,1485,425,0.286195286195286
47949,2021-09-22,1209,429,0.354838709677419
47950,2021-09-22,921,254,0.275787187839305
47951,2021-09-22,2168,818,0.377306273062731
47952,2021-09-22,2941,761,0.25875552533152
47954,2021-09-22,2433,777,0.319358816276202
47955,2021-09-22,1016,417,0.410433070866142
47957,2021-09-22,1908,501,0.262578616352201
47958,2021-09-22,140,50,0.357142857142857
47959,2021-09-22,2906,919,0.316242257398486
47960,2021-09-22,14721,7029,0.477481149378439
47963,2021-09-22,2057,706,0.343218279047156
47964,2021-09-22,110,0,0
47965,2021-09-22,599,203,0.33889816360601
47966,2021-09-22,359,160,0.445682451253482
47967,2021-09-22,680,277,0.407352941176471
47968,2021-09-22,1030,346,0.335922330097087
47969,2021-09-22,109,0,0
47970,2021-09-22,1779,823,0.462619449128724
47971,2021-09-22,1957,823,0.420541645375575
47974,2021-09-22,1176,314,0.267006802721089
47975,2021-09-22,664,324,0.487951807228916
47977,2021-09-22,2322,872,0.375538329026701
47978,2021-09-22,11515,4022,0.349283543204516
47980,2021-09-22,1005,421,0.418905472636816
47981,2021-09-22,1130,344,0.304424778761062
47982,2021-09-22,173,30,0.173410404624277
47983,2021-09-22,303,124,0.409240924092409
47987,2021-09-22,4074,1137,0.279086892488954
47989,2021-09-22,1430,375,0.262237762237762
47990,2021-09-22,1964,602,0.306517311608961
47991,2021-09-22,975,362,0.371282051282051
47992,2021-09-22,1357,689,0.507737656595431
47993,2021-09-22,3661,1457,0.397978694345807
47994,2021-09-22,309,190,0.614886731391586
47995,2021-09-22,1670,608,0.364071856287425
47997,2021-09-22,134,30,0.223880597014925
46001,2021-09-23,9993,4456,0.445912138496948
46011,2021-09-23,17069,8651,0.506825238736892
46012,2021-09-23,19806,9120,0.460466525295365
46013,2021-09-23,17136,8668,0.505835667600374
46016,2021-09-23,18046,5668,0.314086224093982
46017,2021-09-23,5814,2790,0.479876160990712
46030,2021-09-23,2978,1372,0.460711887172599
46031,2021-09-23,2546,996,0.391201885310291
46032,2021-09-23,51551,35573,0.690054509126884
46033,2021-09-23,38942,27902,0.716501463715269
46034,2021-09-23,6649,3876,0.582944803729884
46035,2021-09-23,1229,447,0.363710333604557
46036,2021-09-23,11678,4706,0.402979962322315
46037,2021-09-23,41890,30794,0.735115779422296
46038,2021-09-23,43381,27470,0.63322652774256
46039,2021-09-23,508,239,0.470472440944882
46040,2021-09-23,12474,9238,0.740580407247074
46041,2021-09-23,22247,9276,0.416955095068998
46044,2021-09-23,3147,1281,0.407054337464252
46045,2021-09-23,39,0,0
46047,2021-09-23,56,0,0
46048,2021-09-23,2117,742,0.35049598488427
46049,2021-09-23,1082,322,0.297597042513863
46050,2021-09-23,2127,660,0.310296191819464
46051,2021-09-23,2817,1269,0.450479233226837
46052,2021-09-23,22443,11067,0.493115893597113
46055,2021-09-23,12638,8812,0.697262225035607
46056,2021-09-23,2238,1032,0.46112600536193
46057,2021-09-23,1269,354,0.278959810874705
46058,2021-09-23,2516,1074,0.426868044515103
46060,2021-09-23,41461,24896,0.600467909601794
46062,2021-09-23,35349,23276,0.658462757079408
46063,2021-09-23,565,108,0.191150442477876
46064,2021-09-23,17168,9869,0.574848555452004
46065,2021-09-23,3444,1402,0.407084785133566
46068,2021-09-23,2872,1050,0.365598885793872
46069,2021-09-23,7220,3170,0.439058171745152
46070,2021-09-23,2336,889,0.380565068493151
46071,2021-09-23,3148,1408,0.447268106734435
46072,2021-09-23,8592,4161,0.484287709497207
46074,2021-09-23,34755,27535,0.792260106459502
46075,2021-09-23,6614,4566,0.690353794980345
46076,2021-09-23,1440,529,0.367361111111111
46077,2021-09-23,29296,23646,0.807140906608411
46103,2021-09-23,162,102,0.62962962962963
46104,2021-09-23,910,391,0.42967032967033
46105,2021-09-23,1794,721,0.401895206243032
46106,2021-09-23,6855,4439,0.647556528081692
46107,2021-09-23,13081,5952,0.455011084779451
46110,2021-09-23,583,225,0.385934819897084
46111,2021-09-23,196,111,0.566326530612245
46112,2021-09-23,37819,24051,0.635950183770063
46113,2021-09-23,15505,6707,0.432570138664947
46115,2021-09-23,1967,777,0.395017793594306
46117,2021-09-23,828,261,0.315217391304348
46118,2021-09-23,5068,2119,0.4181136543015
46120,2021-09-23,5332,2229,0.418042010502626
46121,2021-09-23,5545,2191,0.395130748422002
46122,2021-09-23,16300,8243,0.505705521472393
46123,2021-09-23,36616,24271,0.662852305003277
46124,2021-09-23,8949,3336,0.372779081461616
46125,2021-09-23,55,0,0
46126,2021-09-23,4956,1995,0.402542372881356
46127,2021-09-23,287,156,0.543554006968641
46128,2021-09-23,1824,814,0.446271929824562
46130,2021-09-23,2669,1089,0.408017984263769
46131,2021-09-23,33215,15348,0.462080385368057
46133,2021-09-23,833,287,0.34453781512605
46135,2021-09-23,20462,8529,0.416821425080637
46140,2021-09-23,40292,21122,0.524223170852775
46142,2021-09-23,29696,17462,0.588025323275862
46143,2021-09-23,57211,33141,0.57927671252032
46144,2021-09-23,133,68,0.511278195488722
46146,2021-09-23,416,68,0.163461538461538
46147,2021-09-23,3209,1200,0.373948270489249
46148,2021-09-23,5555,2073,0.373177317731773
46149,2021-09-23,2153,884,0.41058987459359
46150,2021-09-23,1147,335,0.292066259808195
46151,2021-09-23,31589,13282,0.420462819335845
46155,2021-09-23,162,49,0.302469135802469
46156,2021-09-23,1253,473,0.377494014365523
46157,2021-09-23,4103,1595,0.388739946380697
46158,2021-09-23,23152,10962,0.473479612992398
46160,2021-09-23,6321,2460,0.389178927384907
46161,2021-09-23,2569,1046,0.40716231996886
46162,2021-09-23,314,252,0.802547770700637
46163,2021-09-23,13088,7758,0.592756723716382
46164,2021-09-23,4166,1871,0.449111857897264
46165,2021-09-23,1522,630,0.413929040735874
46166,2021-09-23,2167,673,0.310567604983849
46167,2021-09-23,7066,3676,0.520237758279083
46168,2021-09-23,35418,20830,0.588119035518663
46171,2021-09-23,1762,700,0.39727582292849
46172,2021-09-23,2562,865,0.337626854020297
46173,2021-09-23,9905,4325,0.436648157496214
46175,2021-09-23,646,176,0.272445820433437
46176,2021-09-23,27737,13081,0.471608321015251
46180,2021-09-23,976,389,0.398565573770492
46181,2021-09-23,5286,2190,0.414301929625426
46182,2021-09-23,1526,805,0.527522935779817
46183,2021-09-23,15,0,0
46184,2021-09-23,14042,5728,0.407919099843327
46186,2021-09-23,1652,649,0.392857142857143
46201,2021-09-23,30962,12857,0.415250952780828
46202,2021-09-23,20504,12589,0.613977760436988
46203,2021-09-23,38581,15813,0.409864959435992
46204,2021-09-23,8356,5595,0.669578745811393
46205,2021-09-23,27580,15040,0.545322697606962
46208,2021-09-23,23080,10728,0.464818024263432
46214,2021-09-23,24549,11891,0.484378182410689
46216,2021-09-23,2324,1502,0.646299483648881
46217,2021-09-23,36843,18814,0.510653312705263
46218,2021-09-23,28918,10627,0.367487378103603
46219,2021-09-23,36940,17539,0.474796968056308
46220,2021-09-23,36585,24626,0.673117397840645
46221,2021-09-23,26714,10541,0.394587107883507
46222,2021-09-23,37885,14271,0.376692622409925
46224,2021-09-23,37074,16744,0.451637266008524
46225,2021-09-23,5577,2762,0.495248341402188
46226,2021-09-23,45652,17543,0.384276702006484
46227,2021-09-23,54876,27895,0.50832786646257
46228,2021-09-23,16430,9353,0.56926354230067
46229,2021-09-23,28768,12399,0.430999721913237
46231,2021-09-23,10277,5578,0.542765398462586
46234,2021-09-23,26864,14858,0.553082191780822
46235,2021-09-23,33063,12248,0.370444303299761
46236,2021-09-23,28705,16834,0.586448353945306
46237,2021-09-23,39169,23920,0.610687022900763
46239,2021-09-23,30651,16046,0.523506574010636
46240,2021-09-23,19785,13169,0.665605256507455
46241,2021-09-23,31941,11949,0.374095989480605
46250,2021-09-23,18402,11488,0.624279969568525
46254,2021-09-23,40276,18028,0.4476114807826
46256,2021-09-23,23837,14515,0.608927297898226
46259,2021-09-23,10999,7841,0.712882989362669
46260,2021-09-23,34445,18904,0.548816954565249
46268,2021-09-23,25443,14595,0.573635184530126
46278,2021-09-23,8859,6185,0.698160063212552
46280,2021-09-23,6824,4737,0.694167643610785
46290,2021-09-23,187,151,0.807486631016043
46301,2021-09-23,516,514,0.996124031007752
46303,2021-09-23,14765,7066,0.478564172028446
46304,2021-09-23,25351,14430,0.569208315253836
46307,2021-09-23,62779,35448,0.564647413944153
46310,2021-09-23,13832,5489,0.396833429728167
46311,2021-09-23,21632,11479,0.530649038461538
